name	description	database	size	setRank	pSetRank	correctedPValue	adjustedPValue
map01220	Degradation of aromatic compounds	KEGG	215	0.0518806675399008	2.84629558065848e-05	2.66901985228059e-28	9.34156948298207e-27
map04071	Sphingolipid signaling pathway	KEGG	82	0.0366015814540738	0.000778294088575766	0.0221845020905009	9.34156948298207e-27
map00362	Benzoate degradation	KEGG	106	0.0330403869037909	0.00189433682051914	1.50610205210628e-08	9.34156948298207e-27
map00380	Tryptophan metabolism	KEGG	80	0.0182661840497738	0.166248427673377	2.676185822905e-05	9.34156948298207e-27
map00410	beta-Alanine metabolism	KEGG	45	0.0169386375449211	0.269296836632705	0.00174311461254563	9.34156948298207e-27
map02060	Phosphotransferase system (PTS)	KEGG	72	0.0168263193203208	0.279773486966195	1.27169909112943e-06	9.34156948298207e-27
map00627	Aminobenzoate degradation	KEGG	89	0.0165816088266403	0.305532866824065	2.09980919594748e-07	9.34156948298207e-27
map04024	cAMP signaling pathway	KEGG	168	0.0160418988896867	0.373598365023382	0.0795246247431542	9.34156948298207e-27
map02020	Two-component system	KEGG	499	0.0160305562480258	0.373786260379735	3.84006049360432e-10	9.34156948298207e-27
map04014	Ras signaling pathway	KEGG	182	0.0155664745207844	0.445279543832874	1	9.34156948298207e-27
map00680	Methane metabolism	KEGG	195	0.00622920462618496	1	2.93960712338452e-08	9.34156948298207e-27
map03020	RNA polymerase	KEGG	67	0.00429238255283491	1	4.21398353647342e-07	9.34156948298207e-27
map02025	Biofilm formation - Pseudomonas aeruginosa	KEGG	90	0.00807849611132589	1	8.41573473921277e-07	9.34156948298207e-27
map00920	Sulfur metabolism	KEGG	109	0.00259277832301708	1	1.44117638778318e-05	9.34156948298207e-27
map01053	Biosynthesis of siderophore group nonribosomal peptides	KEGG	37	0.00222782555042541	1	3.73396801234474e-05	9.34156948298207e-27
map00053	Ascorbate and aldarate metabolism	KEGG	62	0.0132394912466551	1	4.67353988700467e-05	9.34156948298207e-27
map00440	Phosphonate and phosphinate metabolism	KEGG	44	0.0094644527173619	1	6.58836523503101e-05	9.34156948298207e-27
map00623	Toluene degradation	KEGG	46	0.00622696683149783	1	7.98271340400401e-05	9.34156948298207e-27
map00860	Porphyrin metabolism	KEGG	139	0.00149715762152064	1	0.00015840282581256	9.34156948298207e-27
map00643	Styrene degradation	KEGG	25	0.00396196919768959	1	0.000368067343135658	9.34156948298207e-27
map00622	Xylene degradation	KEGG	34	0.00638097522026492	1	0.000458135099516464	9.34156948298207e-27
map00998	Biosynthesis of various antibiotics	KEGG	66	0.00139185808051071	1	0.000787382984171145	9.34156948298207e-27
map00791	Atrazine degradation	KEGG	16	0.00186012696448119	1	0.00103202338397998	9.34156948298207e-27
map00360	Phenylalanine metabolism	KEGG	74	0.0128657594642565	1	0.00107526409747823	9.34156948298207e-27
map04122	Sulfur relay system	KEGG	29	0.00328980357218735	1	0.00109240882780658	9.34156948298207e-27
map00330	Arginine and proline metabolism	KEGG	107	0.00963807985203548	1	0.00122811464318355	9.34156948298207e-27
map05111	Biofilm formation - Vibrio cholerae	KEGG	106	0.00418400731117689	1	0.00153557420607406	9.34156948298207e-27
map00624	Polycyclic aromatic hydrocarbon degradation	KEGG	43	0.00297165053318485	1	0.00215808343096246	9.34156948298207e-27
map00404	Staurosporine biosynthesis	KEGG	40	0.00139185808051071	1	0.00265552988338567	9.34156948298207e-27
map00930	Caprolactam degradation	KEGG	22	0.00595872527040134	1	0.00304787835073021	9.34156948298207e-27
map00364	Fluorobenzoate degradation	KEGG	18	0.0069882361218678	1	0.00348593622691007	9.34156948298207e-27
map00361	Chlorocyclohexane and chlorobenzene degradation	KEGG	41	0.00518020212370313	1	0.00350868119858482	9.34156948298207e-27
map00470	D-Amino acid metabolism	KEGG	53	0.00332539335407175	1	0.00554993059486613	9.34156948298207e-27
map00650	Butanoate metabolism	KEGG	113	0.0091120020536817	1	0.00558852645519265	9.34156948298207e-27
map04120	Ubiquitin mediated proteolysis	KEGG	133	0.00741702647937111	1	0.00644022389001993	9.34156948298207e-27
map00040	Pentose and glucuronate interconversions	KEGG	89	0.00213716924279132	1	0.00696676712100629	9.34156948298207e-27
map03450	Non-homologous end-joining	KEGG	19	0.00314697024114532	1	0.00697328284555704	9.34156948298207e-27
map04146	Peroxisome	KEGG	74	0.00344936561184655	1	0.00700420128496447	9.34156948298207e-27
map00280	Valine, leucine and isoleucine degradation	KEGG	69	0.00490954969456388	1	0.0088746121755828	9.34156948298207e-27
map00190	Oxidative phosphorylation	KEGG	223	0.00222984700397895	1	0.0143602885453299	9.34156948298207e-27
map00310	Lysine degradation	KEGG	98	0.00568068263230384	1	0.0160411253333558	9.34156948298207e-27
map04392	Hippo signaling pathway - multiple species	KEGG	25	0.00232267336377658	1	0.0172609584374289	9.34156948298207e-27
map00260	Glycine, serine and threonine metabolism	KEGG	109	0.0047465195591495	1	0.0192833430017946	9.34156948298207e-27
